"Reporting starts","Reporting ends","Ad name","Date created","Attribution setting","Amount spent (USD)","Cost per results","Result indicator",Purchases,"Purchase ROAS (return on ad spend)","CPM (cost per 1,000 impressions) (USD)","CPC (cost per link click) (USD)","Unique CTR (link click-through rate)",Reach,Impressions,Hook,Hold
2019-12-30,2023-01-30,"Travis scott",2020-03-22,"28-day click or 1-day view",0.22,,,,,2.528736,,0,87,87,0.04597701,0.02298851
2019-12-30,2023-01-30,"Travis scott",2020-03-22,"28-day click or 1-day view",0.15,,,,,2.34375,,0,64,64,0.109375,0.046875
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",103.04,25.76,actions:offsite_conversion.fb_pixel_purchase,4,2.910035,3.131915,0.261523,1.22463,31928,32900,0.08039514,0.02756839
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",59.22,19.74,actions:offsite_conversion.fb_pixel_purchase,3,3.747214,3.241202,0.244711,1.352116,17676,18271,0.08806305,0.02955503
2019-12-30,2023-01-30,"Travis scott",2020-03-22,"28-day click or 1-day view",0.26,,,,,2.14876,,0,121,121,0.04132231,
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",17.9,,,,,2.928665,0.152991,1.88216,6110,6112,0.09751309,0.03714005
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",430.17,23.898333333333,actions:offsite_conversion.fb_pixel_purchase,18,2.593091,3.403244,0.307045,1.126983,123072,126400,0.08363924,0.0286788
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",49.32,24.66,actions:offsite_conversion.fb_pixel_purchase,2,2.431873,2.861785,0.237115,1.232564,16632,17234,0.08506441,0.02605315
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",392.3,20.647368421053,actions:offsite_conversion.fb_pixel_purchase,19,3.026791,3.024976,0.267964,1.227172,117343,129687,0.07784897,0.0262401
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",97.82,24.455,actions:offsite_conversion.fb_pixel_purchase,4,2.942752,2.869547,0.269477,1.069059,33768,34089,0.077415,0.02572677
2019-12-30,2023-01-30,"Travis scott",2020-03-22,"28-day click or 1-day view",0.23,,,,,2.839506,,0,81,81,0.03703704,
2019-12-30,2023-01-30,"Travis scott",2020-03-22,"28-day click or 1-day view",0.4,,,,,2.185792,0.2,1.092896,183,183,0.06010929,0.01639344
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",13.2,,,,,2.766136,0.20625,1.349642,4742,4772,0.09388097,0.03017603
2019-12-30,2023-01-30,"Travis scott",2020-03-22,"28-day click or 1-day view",0.09,,,,,2.195122,,0,41,41,0.12195122,0.02439024
2019-12-30,2023-01-30,"after hours",2020-03-22,"28-day click or 1-day view",17.96,,,,,2.952976,0.156174,1.920508,5988,6082,0.10424203,0.03748767
2019-12-30,2023-01-30,"after hours",2020-03-25,"28-day click or 1-day view",78.09,39.045,actions:offsite_conversion.fb_pixel_purchase,2,1.53592,3.486939,0.117252,3.417112,18700,22395,0.24023219,0.04188435
2019-12-30,2023-01-30,"lil uzi",2020-03-25,"28-day click or 1-day view",0.82,,,,,4.659091,,0,176,176,0.19886364,0.02840909
2019-12-30,2023-01-30,"after hours",2020-03-25,"28-day click or 1-day view",580.19,24.174583333333,actions:offsite_conversion.fb_pixel_purchase,24,2.625485,3.651014,0.279475,1.627208,122111,158912,0.25295761,0.02975232
2019-12-30,2023-01-30,"after hours",2020-03-25,"28-day click or 1-day view",1218.06,32.054210526316,actions:offsite_conversion.fb_pixel_purchase,38,2.065966,5.712745,0.42724,1.558248,176737,213218,0.26056431,0.0326661
2019-12-30,2023-01-30,"after hours",2020-03-25,"28-day click or 1-day view",13.83,,,,,2.403545,0.337317,0.727208,5638,5754,0.27997914,0.03493222
2019-12-30,2023-01-30,"after hours",2020-03-25,"28-day click or 1-day view",120.72,24.144,actions:offsite_conversion.fb_pixel_purchase,5,2.434228,3.386825,0.29734,1.133793,35368,35644,0.08495118,0.03072046
2019-12-30,2023-01-30,"lil uzi",2020-03-25,"28-day click or 1-day view",2.47,,,,,6.639785,1.235,0.558659,358,372,0.22580645,0.02688172
2019-12-30,2023-01-30,"after hours",2020-03-25,"28-day click or 1-day view",31.7,15.85,actions:offsite_conversion.fb_pixel_purchase,2,3.783596,3.205258,0.211333,1.535588,9638,9890,0.09908999,0.0330637
2019-12-30,2023-01-30,"lil uzi",2020-03-25,"28-day click or 1-day view",0.32,,,,,3.478261,0.32,1.098901,91,92,0.20652174,0.05434783
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.08,,,,,2.783505,0.54,0.518135,386,388,0.06958763,0.0128866
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",1.79,,,,,1.64825,0.895,0.187266,1068,1086,0.0267035,0.00736648
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",12.13,,,,,3.201372,0.638421,0.512544,3707,3789,0.06122988,0.01425178
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",9.75,,,,,3.571429,1.21875,0.299065,2675,2730,0.06007326,0.01391941
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",20.36,20.36,actions:offsite_conversion.fb_pixel_purchase,1,2.945481,3.971908,0.565556,0.683692,4973,5126,0.06145142,0.0132657
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",10.3,,,,,3.715729,0.735714,0.518519,2700,2772,0.05988456,0.01190476
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",2.05,,,,,1.374916,1.025,0.138217,1447,1491,0.0221328,0.00603622
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",4.08,,,,,1.653831,0.313846,0.538302,2415,2467,0.02472639,0.00648561
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",7.25,,,,,4.045759,1.208333,0.291715,1714,1792,0.02678571,0.00725446
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",2.84,,,,,2.310822,1.42,0.166251,1203,1229,0.02929211,0.00732303
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",16.01,16.01,actions:offsite_conversion.fb_pixel_purchase,1,3.745784,3.507888,0.552069,0.586775,4431,4564,0.0687993,0.01358457
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",2.98,,,,,2.405165,0.596,0.41876,1194,1239,0.02582728,0.00726392
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",10.88,,,,,4.406642,1.36,0.331813,2411,2469,0.06034832,0.01539085
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.47,,,,,2.53886,0.735,0.34965,572,579,0.07944732,0.01208981
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",5.21,,,,,3.352638,0.744286,0.398671,1505,1554,0.04375804,0.01093951
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.62,,,,,3.389121,0.81,0.422833,473,478,0.05439331,0.0209205
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",15.97,15.97,actions:offsite_conversion.fb_pixel_purchase,1,3.755166,4.646494,0.7985,0.604961,3306,3437,0.0610998,0.01687518
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.29,,,,,3.274112,1.29,0.25641,390,394,0.0786802,0.01015228
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.67,,,,,2.655008,0.835,0.319489,626,629,0.08108108,0.01430843
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",11.31,,,,,3.238832,0.807857,0.380006,3421,3492,0.06128293,0.01202749
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.6,,,,,2.996255,1.6,0.190476,525,534,0.05805243,0.00749064
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",7,,,,,3.34608,1,0.35,2000,2092,0.02724665,0.01099426
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.96,,,,,4.365256,1.96,0.228311,438,449,0.08908686,0.01113586
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",2.44,,,,,1.461078,0.813333,0.184275,1628,1670,0.02335329,0.00898204
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",2.18,,,,,2.652068,0.545,0.49505,808,822,0.06326034,0.013382
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.25,,,,,3.434066,0.625,0.552486,362,364,0.08241758,0.01373626
2019-12-30,2023-01-30,"stuck at home",2020-03-27,"28-day click or 1-day view",2.37,,,,,1.695279,0.263333,0.657895,1368,1398,0.02503577,0.00786838
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",8.48,,,,,3.555556,1.413333,0.258176,2324,2385,0.06079665,0.01257862
2019-12-30,2023-01-30,"light switch",2020-03-27,"28-day click or 1-day view",10.81,,,,,3.107215,0.831538,0.382916,3395,3479,0.05748778,0.01322219
2019-12-30,2023-01-30,"cool transition",2020-03-27,"28-day click or 1-day view",1.17,,,,,2.554585,1.17,0.222222,450,458,0.07423581,0.01746725
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",15.34,3.068,actions:offsite_conversion.fb_pixel_purchase,5,15.637549,2.170038,0.139455,1.547721,6978,7069,0.21870137,0.07921913
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",18.26,3.652,actions:offsite_conversion.fb_pixel_purchase,5,18.721249,2.414067,0.161593,1.499469,7536,7564,0.19553146,0.07099418
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",34.13,8.5325,actions:offsite_conversion.fb_pixel_purchase,4,7.028421,2.551013,0.176839,1.475084,13084,13379,0.20539652,0.07773376
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",28.83,9.61,actions:offsite_conversion.fb_pixel_purchase,3,6.240375,2.111778,0.181321,1.183388,13436,13652,0.18136537,0.0666569
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",22.32,11.16,actions:offsite_conversion.fb_pixel_purchase,2,5.373656,2.144092,0.171692,1.288197,10014,10410,0.1790586,0.06628242
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",59.77,8.5385714285714,actions:offsite_conversion.fb_pixel_purchase,7,7.023423,3.265585,0.264469,1.28819,17544,18303,0.19111621,0.07217396
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",31.52,10.506666666667,actions:offsite_conversion.fb_pixel_purchase,3,8.942893,2.671186,0.153756,1.78385,11492,11800,0.21669492,0.07898305
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",55.24,13.81,actions:offsite_conversion.fb_pixel_purchase,4,4.342505,4.027707,0.296989,1.379773,13408,13715,0.16806416,0.06073642
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",289.98,15.262105263158,actions:offsite_conversion.fb_pixel_purchase,19,4.219015,3.291935,0.250631,1.343797,85504,88088,0.17749296,0.06408364
2019-12-30,2023-01-30,"Madison Beer",2020-03-27,"28-day click or 1-day view",40.01,6.6683333333333,actions:offsite_conversion.fb_pixel_purchase,6,7.494376,3.265323,0.24546,1.337654,12036,12253,0.19105525,0.07124786
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",9.81,,,,,5.082902,0.516316,0.998424,1903,1930,0.28549223,0.0388601
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",7.74,,,,,5.926493,0.516,1.168224,1284,1306,0.26646248,0.03445636
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",12.39,,,,,5.136816,0.387188,1.318027,2352,2412,0.2827529,0.03109453
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",7.66,,,,,5.905937,0.638333,0.939702,1277,1297,0.28218967,0.02852737
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",22.52,22.52,actions:offsite_conversion.fb_pixel_purchase,1,2.662966,5.356803,0.341212,1.583821,4104,4204,0.24643197,0.03330162
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",38.74,19.37,actions:offsite_conversion.fb_pixel_purchase,2,3.096025,5.03313,0.46119,1.09743,7472,7697,0.22723139,0.04066519
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",2.88,,,,,4.705882,0.72,0.661157,605,612,0.21568627,0.03921569
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",34.84,,,,,5.4429,0.4355,1.266432,6238,6401,0.25667864,0.03108889
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",10.93,,,,,5.004579,0.352581,1.435185,2160,2184,0.25274725,0.04075092
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",7.08,,,,,4.774107,0.416471,1.16041,1465,1483,0.24747134,0.03641268
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",2.99,,,,,5.137457,1.495,0.344828,580,582,0.21305842,0.03608247
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",31.2,31.2,actions:offsite_conversion.fb_pixel_purchase,1,1.922115,5.024155,0.371429,1.370089,6058,6210,0.2821256,0.03671498
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",17.88,17.88,actions:offsite_conversion.fb_pixel_purchase,1,3.354027,5.3823,0.576774,0.945699,3278,3322,0.23540036,0.03642384
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",9.8,,,,,5.651672,0.408333,1.345816,1709,1734,0.26470588,0.03402537
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",87.31,29.103333333333,actions:offsite_conversion.fb_pixel_purchase,3,2.060589,5.030247,0.445459,1.161103,16536,17357,0.25200207,0.04459296
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",3.63,,,,,6.0299,0.726,0.844595,592,602,0.21096346,0.02990033
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",70.32,14.064,actions:offsite_conversion.fb_pixel_purchase,5,5.483931,6.950677,0.513285,1.402826,9766,10117,0.26401107,0.03222299
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",16.31,,,,,6.014012,0.379302,1.622029,2651,2712,0.26364307,0.03244838
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",2.86,,,,,5.629921,0.476667,1.2,500,508,0.20669291,0.03543307
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",6.84,6.84,actions:offsite_conversion.fb_pixel_purchase,1,8.767544,5.373134,0.488571,1.111994,1259,1273,0.25137471,0.03692066
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.61,,,,,5.545315,0.601667,0.931677,644,651,0.28417819,0.03993856
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.4,,,,,4.906205,0.485714,1.021898,685,693,0.26551227,0.05050505
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.37,,,,,5.082956,0.561667,0.921659,651,663,0.25037707,0.03016591
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.09,,,,,3.57377,0.2725,1.315789,304,305,0.22622951,0.03606557
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.42,,,,,5.229358,0.342,1.538462,650,654,0.27675841,0.03058104
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.71,,,,,5.488166,0.53,1.052632,665,676,0.27071006,0.04142012
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",0.99,,,,,3.897638,0.33,1.2,250,254,0.21259843,0.02362205
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.4,,,,,4.307692,0.28,1.54321,324,325,0.20923077,0.02461538
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.37,,,,,4.101796,0.456667,0.911854,329,334,0.22155689,0.02694611
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.39,,,,,4.920174,0.8475,0.588235,680,689,0.2946299,0.03628447
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.48,,,,,5.007194,0.696,0.724638,690,695,0.2676259,0.02733813
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.4,,,,,4.154303,0.7,0.595238,336,337,0.20474777,0.02077151
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.41,,,,,3.624679,,0,384,389,0.20051414,0.00771208
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.06,,,,,3.69338,0.265,1.398601,286,287,0.17421603,0.03484321
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.16,,,,,4.53125,1.16,0.392157,255,256,0.18359375,0.015625
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.29,,,,,6.302682,0.41125,1.538462,520,522,0.27586207,0.03256705
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.7,3.7,actions:offsite_conversion.fb_pixel_purchase,1,16.208108,6.135987,0.411111,1.505017,598,603,0.26699834,0.03482587
2019-12-30,2023-01-30,"after hours",2020-03-28,"28-day click or 1-day view",3.77,,,,,6.200658,0.754,0.827815,604,608,0.26973684,0.02302632
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.48,,,,,4.302326,0.246667,1.759531,341,344,0.17732558,0.02906977
2019-12-30,2023-01-30,"lil uzi",2020-03-28,"28-day click or 1-day view",1.35,,,,,6.081081,1.35,0.452489,221,222,0.18468468,0.04054054
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",5.78,,,,,2.98708,0.275238,1.093181,1921,1935,0.1870801,0.07183463
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",33.85,,,,,3.765714,0.407831,0.926133,8962,8989,0.12737791,0.04416509
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",4.32,,,,,3.464314,0.196364,1.769912,1243,1247,0.202085,0.07297514
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",25.19,8.3966666666667,actions:offsite_conversion.fb_pixel_purchase,3,7.14212,3.184979,0.181223,1.757491,7909,7909,0.22430143,0.08610444
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",112.92,14.115,actions:offsite_conversion.fb_pixel_purchase,8,4.620616,3.485616,0.261389,1.342577,31879,32396,0.1855476,0.06621188
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",20.95,20.95,actions:offsite_conversion.fb_pixel_purchase,1,2.86253,3.612692,0.33254,1.091098,5774,5799,0.11812381,0.0372478
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",14.36,,,,,3.043018,0.326364,0.940975,4676,4719,0.15384615,0.05806315
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",52.85,13.2125,actions:offsite_conversion.fb_pixel_purchase,4,5.856008,3.436728,0.249292,1.401375,15128,15378,0.18448433,0.06463779
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",13.74,,,,,4.048321,0.298696,1.304477,3373,3394,0.2006482,0.07807896
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",15.45,15.45,actions:offsite_conversion.fb_pixel_purchase,1,3.881553,3.186224,0.237692,1.310589,4807,4849,0.16498247,0.05836255
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",20.11,,,,,6.734762,0.773462,0.874832,2972,2986,0.32083054,0.03315472
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",7.7,,,,,4.761905,0.296154,1.615911,1609,1617,0.28262214,0.04576376
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",3.66,,,,,4.609572,0.406667,1.1378,791,794,0.31989924,0.04785894
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",3.33,,,,,5.203125,0.41625,1.251956,639,640,0.271875,0.040625
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",3.72,3.72,actions:offsite_conversion.fb_pixel_purchase,1,16.120968,4.476534,0.465,0.966184,828,831,0.29001203,0.02888087
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",2.06,,,,,4.858491,0.343333,1.41844,423,424,0.26650943,0.02358491
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",2.4,,,,,4.878049,0.48,1.01626,492,492,0.29471545,0.03658537
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",5.55,,,,,4.772141,0.396429,1.211073,1156,1163,0.30782459,0.04213242
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",121.96,40.653333333333,actions:offsite_conversion.fb_pixel_purchase,3,1.475156,5.268251,0.34452,1.572552,22384,23150,0.24535637,0.03062635
2019-12-30,2023-01-30,"after hours",2020-03-29,"28-day click or 1-day view",3.57,,,,,4.473684,0.396667,1.129235,797,798,0.29949875,0.03759398
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",71.06,23.686666666667,actions:offsite_conversion.fb_pixel_purchase,3,2.531804,4.303016,0.31304,1.372956,16388,16514,0.18160349,0.06885067
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",19.7,19.7,actions:offsite_conversion.fb_pixel_purchase,1,3.044162,3.26051,0.277465,1.163564,6016,6042,0.20688514,0.06885137
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",26.43,,,,,3.388027,0.203308,1.727804,7524,7801,0.21612614,0.07358031
2019-12-30,2023-01-30,"Madison Beer",2020-03-29,"28-day click or 1-day view",93.91,8.5372727272727,actions:offsite_conversion.fb_pixel_purchase,11,8.110318,3.864609,0.276206,1.390947,24300,24300,0.20596708,0.07502058
